id,position,name,score,ratings,category,price_range,full_address,zip_code,lat,lng
15916,235,Katsu Burger (Bellevue),4.9,150.0,Japanese,$$,"12700 SE 38th St, Bellevue, WA, 98006",98006,47.57674,-122.17033
19074,93,Rakuya (Dupont Circle),4.9,143.0,"Asian Fusion, Japanese, Sushi",$$,"1900 Q St NW, Washington, DC, 20009",20009,38.911,-77.04364
54694,143,Postino (Heights),4.9,94.0,"Italian, Family Meals, Family Friendly",$$,"642 Yale St, Houston, TX, 77007",77007,29.7830234,-95.3985583
12275,49,Sushido (Tacoma),4.9,18.0,"Japanese, Sushi, Noodles, Chinese",$$,"1620 S Mildred St, Tacoma, WA, 98465",98465,47.2457691,-122.5269122
26541,69,Tako Grill - Bethesda,4.9,15.0,"Asian, Japanese, Exclusive to Eats",$$,"4914 Hampden Ln, Bethesda, MD, 20814",20814,38.982327,-77.097254
8062,250,Greenwood Alibi,4.9,19.0,"American, Italian, Pizza",$$,"10406 Holman Rd N, Seattle, WA, 98133",98133,47.7044224,-122.3561935
21761,257,Super Bowl Noodle House (Rockville),4.9,29.0,Chinese,$$,"785, Rockville, MD, 20852",20852,39.0769579,-77.1415249
13500,261,Wild Ginger Teriyaki,4.9,85.0,"Asian, Asian Fusion, Japanese, Noodles, Chinese, Family Meals",$$,"305 Burnett Ave S, Renton, WA, 98057",98057,47.47939,-122.20849
14680,139,Teriyaki Diner,4.9,200.0,"Asian Fusion, Chinese, Japanese, Women-owned, Group Friendly",$$,"303 91st Avenue Northeast, Lake Stevens, WA, 98258",98258,48.00016,-122.10701
13099,264,A+ Hong Kong Kitchen,4.9,20.0,"Seafood, Vegetarian Friendly, Chinese, Cantonese, Desserts",$$,"419 6th Ave S, Seattle, WA, 98104",98104,47.5985341,-122.3265823
8572,28,Looking for Chai Taiwanese Kitchen,4.9,141.0,"Taiwanese, Chinese, Vegetarian Friendly, Group Friendly",$$,"22511 Highway 99, Edmonds, WA, 98026",98026,47.79494,-122.333855
8398,71,Nori Teriyaki,4.9,56.0,"Japanese: Other, Asian, Chinese, Allergy Friendly",$$,"12502, Mukilteo, WA, 98275",98275,47.8845338,-122.2818399
19523,113,Isshin Asian Bistro (Originally Wok and Roll 18th St.),4.9,500.0,"Asian Fusion, Japanese, Sushi, Chinese, Group Friendly",$$,"2418 18th Street Northwest, Washington, DC, 20009",20009,38.92123,-77.0425
11764,46,XLB (Williams),4.9,125.0,"Chinese, Exclusive to Eats",$$,"4090 N Williams Ave, Portland, OR, 97227",97227,45.5531695,-122.6664886
52810,6,Cooking Girl,4.9,156.0,"Chinese, Asian, Chicken, Family Friendly",$$,"2400 W Holcombe Blvd, Houston, TX, 77030",77030,29.7064603,-95.4151901
7910,63,Wok Teriyaki,4.9,58.0,"Asian, Chinese, Japanese",$$,"16415 6th Ave W, Lynnwood, WA, 98037",98037,47.8490662,-122.241
54139,173,Mr. Max,4.9,24.0,"Japanese, Asian, Comfort Food, Sushi, Rolls",$$,"3028 N Belt Line Rd, Irving, TX, 75062",75062,32.847852,-96.9921875
7865,245,Nasai Teriyaki (U-District),4.9,93.0,Japanese,$$,"4305 1/2 University Way NE, Seattle, WA, 98105",98105,47.6600312,-122.3134034
7538,11,Season's Teriyaki Wok,4.9,48.0,"Japanese, Vegetarian-Friendly, Family Friendly",$$,"1401 Marvin Rd NE, Lacey, WA, 98516",98516,47.0597193,-122.7664021
15221,33,FOB Poke Bar - Belltown,4.9,200.0,"Japanese, Exclusive to Eats",$$,"220 Blanchard St, Seattle, WA, 98121",98121,47.61351,-122.34432
10621,33,Katsu Burger (Georgetown),4.9,178.0,"Burgers, Japanese, American",$$,"6538 4th Ave S, Seattle, WA, 98108",98108,47.5442129,-122.3291282
40251,23,East Side King (S. Lamar),4.9,243.0,"Asian Fusion, Family Friendly, Japanese, Sushi, Street Food, Bowls, Asian, Exclusive to Eats, Group Friendly",$$,"2310 S. Lamar Blvd, Austin, TX, 78704",78704,30.2475261,-97.774754
47379,81,Tsunami Sushi and Grill,4.9,54.0,"Sushi, Japanese",$$,"3851 Long Prairie Rd, Flower Mound, TX, 75028",75028,33.0378532,-97.0701189
8845,129,Hokkaido Ramen Santouka,4.9,120.0,Japanese,$$,"2626 NE Village Ln, Seattle, WA, 98105",98105,47.6624594,-122.2989322
8305,175,OSAKA GRILL TERIYAKI,4.9,63.0,"Japanese, Chinese, Family Friendly",$$,"18001, Bothell, WA, 98012",98012,47.8336596,-122.2094036
8835,276,Matsu Teriyaki,4.9,32.0,"Japanese, Salads, Healthy",$$,"14231 NE, Woodinville, WA, 98072",98072,47.754792,-122.148941
8397,72,Arashi Ramen (Ballard),4.9,200.0,"Japanese, Family Friendly, Group Friendly",$$,"5401 20th Ave NW, Seattle, WA, 98107",98107,47.6681951,-122.3823305
44323,89,Nancy's Sky Garden Round Rock,4.9,101.0,"Asian Fusion, Sushi, Japanese",$$,"1105 S Mays St, Round Rock, TX, 78664",78664,30.4979415,-97.6754366
38639,246,Maki &amp; Poke,4.9,78.0,"Sushi, Japanese, Poke",$$$,"8850 North Tarrant Parkway, 701, North Richland Hills, TX, 76182",76182,32.90334,-97.19534
17798,70,Waraku Japanese Ramen,4.9,12.0,"Japanese, Japanese set items, Noodles, Asian, Comfort Food",$$,"9539 Braddock Rd, Fairfax, VA, 22032",22032,38.81688,-77.27608
7910,63,Wok Teriyaki,4.9,58.0,"Asian, Chinese, Japanese",$$,"16415 6th Ave W, Lynnwood, WA, 98037",98037,47.8490662,-122.241
19523,113,Isshin Asian Bistro (Originally Wok and Roll 18th St.),4.9,500.0,"Asian Fusion, Japanese, Sushi, Chinese, Group Friendly",$$,"2418 18th Street Northwest, Washington, DC, 20009",20009,38.92123,-77.0425
19525,111,Donburi,4.9,364.0,"Seafood, Asian, Japanese, Group Friendly",$$,"1134 19th St NW, Washington, DC, 20036",20036,38.904755,-77.04347
1563,2,Island Sushi (Eisenhower &amp; Calumet),4.9,46.0,"Sushi, Japanese, Family Friendly",$$,"N162 Eisenhower Dr, Appleton 54136, USA, Buchanan, WI, 54915",54915,44.24576,-88.34607
1956,41,Pokeworks (17000 W Bluemound Rd),4.9,21.0,"Sushi, Japanese, Vegan",$$,"17000 W Bluemound Rd, Suite F, Brookfield, WI, 53005",53005,43.0383415,-88.1237134
48310,174,Below 40 Poke House - Carrollton,4.9,108.0,"Japanese, Sushi",$$,"2625 Old Denton Rd, Carrollton, TX, 75007",75007,32.985791,-96.911333
50211,112,Malibu Poke,4.9,200.0,"Seafood, Hawaiian, Japanese, Poke",$$,"3888 Oak Lawn Ave, Dallas, TX, 75219",75219,32.81601,-96.8024
50819,290,Poke Eats,4.9,48.0,"Asian, Asian Fusion, Japanese, Sushi, Seafood, Rice-bowls",$$,"12637 Westheimer Rd, Houston, TX, 77082",77082,29.73571,-95.6073
59672,109,Sushi Kyoto,4.9,134.0,"Japanese, Sushi, Family Friendly",$$,"6429 Hillcrest Ave, Dallas, TX, 75205",75205,32.8447562,-96.7875183
59825,229,Sushi Time (Dallas),4.9,55.0,"Sushi, Japanese",$$,"1638 W Mockingbird Ln, Dallas, TX, 75235",75235,32.821558,-96.85682
13430,208,Kyoto Teriyaki (Capitol Hill),4.9,105.0,"Japanese, Salads, Healthy",$$,"803 E Pike St, Seattle, WA, 98122",98122,47.6139273,-122.3219471
13500,261,Wild Ginger Teriyaki,4.9,85.0,"Asian, Asian Fusion, Japanese, Noodles, Chinese, Family Meals",$$,"305 Burnett Ave S, Renton, WA, 98057",98057,47.47939,-122.20849
19481,184,Hanabi Ramen (Clarendon),4.9,127.0,"Ramen, Japanese, Comfort Food, Family Friendly",$$,"3024 Wilson Blvd, Arlington, VA, 22201",22201,38.887481,-77.094595
19205,17,Bantam King,4.9,156.0,"Ramen, Japanese, Asian, Fried Chicken",$$,"501 G St NW, Washington, DC, 20001",20001,38.898594,-77.019212
13141,156,Himitsu Teriyaki Restaurant,4.9,69.0,"Japanese, Asian, Family Friendly",$$,"22125 SE 237th St, Maple Valley, WA, 98038",98038,47.3880216,-122.0462614
12955,19,Taku,4.9,31.0,"Japanese, Adult, Fried Chicken, AAPI-owned",$$$,"706 E Pike St, Seattle, WA, 98122",98122,47.61429,-122.32306
7933,281,Mee Sum (U-District),4.9,91.0,Chinese,$$,"4343 University Way NE, Seattle, WA, 98105",98105,47.6610684,-122.3134643
8428,38,Kizuki Ramen &amp; Izakaya (Northgate),4.9,200.0,"Vegetarian Friendly, Ramen, Japanese, Asian, Family Meals, Group Friendly",$$,"319 NE Thornton Pl, Seattle, WA, 98125",98125,47.7023413,-122.3246814
20326,36,Umi Japanese Cuisine,4.9,500.0,"Japanese, Family Friendly, Group Friendly",$$,"2625 Connecticut Ave NW, Washington, DC, 20008",20008,38.924291,-77.051522
11175,222,Sakanaya,4.9,50.0,"Sushi, Japanese, Family Meals",$$,"7415 NE Hwy 99, Vancouver, WA, 98665",98665,45.6762113,-122.6619189
8398,71,Nori Teriyaki,4.9,56.0,"Japanese: Other, Asian, Chinese, Allergy Friendly",$$,"12502, Mukilteo, WA, 98275",98275,47.8845338,-122.2818399
8312,167,Cedars on Broadway,4.9,58.0,"Indian, Vegetarian Friendly",$$,"4759 Brooklyn Ave NE, Seattle, WA, 98105",98105,47.66466,-122.31434
6193,3,Bombay Indian Grill,4.9,20.0,"Indian, Vegetarian, Asian",$$,"2011 University Ave, Morgantown, WV, 26505",26505,39.63807,-79.95524
11432,43,Dwaraka Indian Cuisine,4.9,200.0,"Indian, Vegetarian, Asian, Healthy, Family Friendly, Exclusive to Eats, Group Friendly",$$,"3962 SE Hawthorne Blvd, Portland, OR, 97214",97214,45.5118623,-122.6215861
32022,8,Mo' Bettahs (Logan),4.9,12.0,"Japanese, Asian, Sushi",$$,"2095 Main Street, North Logan, UT, 84341",84341,41.77081,-111.83534
22345,100,Commonwealth Indian,4.9,83.0,"Indian, Indian Curry, Chicken",$$$,"11610 Old Georgetown Rd, Rockville, MD, 20852",20852,39.0492171,-77.1164931
18477,15,Everest Restaurant,4.9,46.0,"Indian, Chicken, Seafood",$$,"419 Gateway Dr, Winchester, VA, 22603",22603,39.1870905,-78.1314692
15958,7,The Roll Pod (Bellevue),4.9,87.0,"Indian, Halal, Gluten Free, Allergy Friendly",$$,"14125 NE 20th St, Suite G, Bellevue, WA, 98007",98007,47.6270274,-122.1515585
14924,267,Aladdin Gyro-Cery &amp; Deli,4.9,116.0,"Middle Eastern, Mediterranean, Indian",$$,"4139 University Way NE, Seattle, WA, 98105",98105,47.6579931,-122.313409
17481,36,Aago Indian/Nepalese Restaurant &amp; Bar,4.9,159.0,"Asian, Indian, Nepalese",$$,"12368 Warwick Blvd, A107, Newport News, VA, 23606",23606,37.066055,-76.4913
8266,225,Curries,4.9,164.0,"Indian, Desserts, Salads, Healthy, Family Friendly",$$,"7318 Evergreen Way, Everett, WA, 98203",98203,47.9320286,-122.220612
37121,27,Namaste Indian Restaurant,4.9,19.0,"Indian, Vegetarian, Asian",$$,"CENTURY PLAZA, 2617 Plaza Pkwy Suite 720, Wichita Falls, TX, 76308",76308,33.86793,-98.52736
16259,23,Naan &amp; Brew,4.9,178.0,"Fast Food, Indian, Family Friendly",$$,"200 E Maple St, Bellingham, WA, 98225",98225,48.7468291,-122.4812187
45462,1,Spicy India,4.9,86.0,"Indian, Indian Curry",$$,"243 W Stamford St, Abilene, TX, 79601",79601,32.4896619,-99.7243338
27395,160,Urban Tandoor,4.9,65.0,"Indian, Nepalese, Himalayan",$$$,"7519 Linton Hall Rd, Gainesville, VA, 20155",20155,38.7937319,-77.6089727
52510,297,Surya India,4.9,144.0,"Indian, Healthy, Vegetarian Friendly, Exclusive to Eats",$$,"700 Durham Dr, Houston, TX, 77007",77007,29.7684655,-95.4102057
13534,240,Med Mix,4.9,109.0,"Black-owned, Mediterranean",$$,"2204 S Jackson St, Seattle, WA, 98144",98144,47.59933,-122.3030559
8332,145,Taki's Mad Greek,4.9,133.0,"Greek, Sandwich, Mediterranean, Vegetarian Friendly",$$,"1471 NW 85th St, Seattle, WA, 98117",98117,47.6904203,-122.3758485
14924,267,Aladdin Gyro-Cery &amp; Deli,4.9,116.0,"Middle Eastern, Mediterranean, Indian",$$,"4139 University Way NE, Seattle, WA, 98105",98105,47.6579931,-122.313409
15388,77,Byrek &amp; Baguette,4.9,200.0,"American, Sandwich, Salads, Vegetarian Friendly, Desserts, Mediterranean, Healthy, Group Friendly",$$,"732 12th Ave, Seattle, WA, 98122",98122,47.6089518,-122.3164885
19265,217,Z-KABOB,4.9,20.0,Mediterranean,$$,"3531 S Jefferson St, Falls Church, VA, 22041",22041,38.8476013,-77.1176479
47316,242,Aria Mediterranean Grill,4.9,15.0,"Mediterranean, Sandwich, Chicken",$$$$,"1701 Legacy Drive, Frisco, TX, 75034",75034,33.093029,-96.840609
46174,117,Fyzas Alhadi,4.9,49.0,"Mediterranean, Greek, Vegetarian Friendly, Exclusive to Eats",$$,"4551 Cypress Creek Pkwy, Houston, TX, 77069",77069,29.9865261,-95.4995584
48659,49,"Little Greek Restaurant - Willow Bend, TX",4.9,60.0,"Greek, Mediterranean, Family Meals",$$,"3220 E Hebron Pkwy Ste 100, Carrollton, TX, 75007",75007,33.0250705,-96.8466706
50413,76,Ali Baba Mediterranean Kitchen,4.9,11.0,"Mediterranean, Greek, Vegetarian",$$,"7411 Remcon Circle, El Paso, TX, 79912",79912,31.83704,-106.5626
52877,39,Bahel Ethiopian Mart &amp; Dining,4.9,94.0,"African: Ethiopian, Mediterranean, Comfort Food, Black-owned",$$,"6509 Chimney Rock Rd, Houston, TX, 77081",77081,29.7097153,-95.4759378
48091,28,Meat Point,4.9,21.0,"Mediterranean, Halal, Kosher",$$,"7114 Campbell Rd, 102, Dallas, TX, 75248",75248,32.9782872,-96.7844833
53317,43,Big Bite,4.9,19.0,"Mediterranean, Greek, Vegetarian",$$,"5335 Washington Avenue, Food truck, Houston, TX, 77007",77007,29.770353,-95.416065
8042,10,Kafé Neo (Mill Creek),4.9,134.0,"Greek, Mediterranean, Gluten Free Friendly, Vegetarian Friendly",$$,"15130 Main St, Mill Creek, WA, 98012",98012,47.8602421,-122.2206221
21926,139,Texas de Brazil (Fairfax),4.8,187.0,"Steak, Brazilian, Latin American, Salads, Healthy, Family Friendly",$$$,"11750 Fair Oaks Mall Suite K240, Fairfax, USA, Sully, VA, 22033",22033,38.8629401,-77.3572549
21599,103,Moby Dick House of Kabob (Falls Church),4.8,135.0,"Mediterranean, Family Meals, Persian, Vegetarian, Healthy, Family Friendly, Group Friendly",$$,"444 W Broad St, Falls Church, VA, 22046",22046,38.8870886,-77.1770927
26566,290,The Big Greek Cafe (Rockville),4.8,309.0,"Greek, Mediterranean, Family Friendly, Group Friendly",$$,"4007 Norbeck Rd, Rockville, MD, 20853",20853,39.10996,-77.07699
27881,46,Moby Dick House of Kabob (Georgetown),4.8,105.0,"Mediterranean, Greek, Vegetarian, Family Meals, Persian, Healthy, Family Friendly",$$,"1070 31st St NW, Washington, DC, 20007",20007,38.9048295,-77.0613633
21895,72,Moby Dick House of Kabob (Tysons Corner),4.8,119.0,"Mediterranean, Family Meals, Persian, Vegetarian, Healthy, Family Friendly",$$,"1500 Cornerside Blvd, Tysons, VA, 22182",22182,38.930028,-77.245137
20372,193,Moby Dick House of Kabob (Arlington),4.8,433.0,"Mediterranean, Family Meals, Persian, Vegetarian, Healthy, Group Friendly",$$,"3000 Washington Blvd, Arlington, VA, 22201",22201,38.885015,-77.0944155
28153,117,Papa’s Greek Family Restaurant,4.8,87.0,"Mediterranean, Greek",$$,"5386 Kemps River Dr, Virginia Beach, VA, 23464",23464,36.801047,-76.178497
28293,12,Mezeh Mediterranean Grill (Charlottesville),4.8,64.0,Mediterranean,$$,"2015 Bond St, Charlottesville, VA, 22901",22901,38.064,-78.49107
26908,64,Gyroland,4.8,44.0,"Greek, Mediterranean",$$,"1701, Rockville, MD, 20852",20852,39.061065,-77.124004
19479,189,Plaka Grill ,4.8,106.0,"Middle Eastern, Mediterranean, Family Friendly",$$,"110 Lawyers Rd NW, Vienna, VA, 22180",22180,38.9000494,-77.2681324
13951,30,Gyro Stop - Arlington,4.8,35.0,"Mediterranean, Greek, Fast Food",$$,"4008 172nd St NE C-2, Arlington, WA, 98223",98223,48.1519537,-122.1755892
